"ITTER107","Territory","TIPO_DATO_AVQ","Data type","MISURA_AVQ","Measure","TIME","Select time","Value","Flag Codes","Flags"
"ITC4","Lombardia","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",2202,,
"ITC4","Lombardia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",36.1,,
"ITC4","Lombardia","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",36.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",,"0","less than half of the unit used"
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2019","2019",23.5,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_FRI","friends","HSC","per 100 people with the same characteristics","2020","2020",22.2,,
"ITC4","Lombardia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",2395,,
"ITC4","Lombardia","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",2519,,
"ITC3","Liguria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",26.8,,
"ITC3","Liguria","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",26.7,,
"ITC1","Piemonte","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",9.3,,
"ITC1","Piemonte","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",8.9,,
"ITC","Nord-ovest","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",3838,,
"ITC","Nord-ovest","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",3888,,
"ITC","Nord-ovest","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.4,,
"ITC","Nord-ovest","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.1,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",27,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",29,,
"ITC1","Piemonte","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",26,,
"ITC1","Piemonte","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",16,,
"ITC","Nord-ovest","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",9413,,
"ITC","Nord-ovest","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",9763,,
"ITC","Nord-ovest","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",2507,,
"ITC","Nord-ovest","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",2643,,
"ITC1","Piemonte","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",88.5,,
"ITC1","Piemonte","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",89.9,,
"ITCD","Nord","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",8.8,,
"ITCD","Nord","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",8.5,,
"ITC3","Liguria","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",127,,
"ITC3","Liguria","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",113,,
"ITC4","Lombardia","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.5,,
"ITC4","Lombardia","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3,,
"ITC3","Liguria","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1,,
"ITC3","Liguria","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.9,,
"ITC","Nord-ovest","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",367,,
"ITC","Nord-ovest","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",339,,
"ITCD","Nord","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",4349,,
"ITCD","Nord","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",4609,,
"ITCD","Nord","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",12.3,,
"ITCD","Nord","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",11,,
"ITC","Nord-ovest","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23.4,,
"ITC","Nord-ovest","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",24,,
"ITCD","Nord","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",796,,
"ITCD","Nord","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",1183,,
"ITCD","Nord","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",38,,
"ITCD","Nord","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",36.4,,
"ITC1","Piemonte","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",98,,
"ITC1","Piemonte","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",99,,
"ITCD","Nord","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",6506,,
"ITCD","Nord","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",5872,,
"ITC3","Liguria","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",289,,
"ITC3","Liguria","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",298,,
"ITCD","Nord","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2019","2019",129,,
"ITCD","Nord","14_WINF_POL_ORGSIND"," trade unions","THV","thousands value","2020","2020",113,,
"ITC3","Liguria","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",11.8,,
"ITC3","Liguria","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",10.1,,
"ITC4","Lombardia","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",231,,
"ITC4","Lombardia","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",206,,
"ITC4","Lombardia","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",24.4,,
"ITC4","Lombardia","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",24.6,,
"ITC3","Liguria","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",11,,
"ITC3","Liguria","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",10,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",11.9,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",12.4,,
"ITC1","Piemonte","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.3,,
"ITC1","Piemonte","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",6.8,,
"ITC1","Piemonte","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",34.3,,
"ITC1","Piemonte","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",31.7,,
"ITC","Nord-ovest","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",1356,,
"ITC","Nord-ovest","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",1267,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",32.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",35.4,,
"ITC","Nord-ovest","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",1417,,
"ITC","Nord-ovest","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",1441,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_FRI","friends","THV","thousands value","2019","2019",19,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_FRI","friends","THV","thousands value","2020","2020",18,,
"ITC3","Liguria","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2019","2019",37.9,,
"ITC3","Liguria","14_WINF_POL_NEWS","newspapers","HSC","per 100 people with the same characteristics","2020","2020",34.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2019","2019",14.8,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_ACQ","acquaintances","HSC","per 100 people with the same characteristics","2020","2020",11.3,,
"ITC","Nord-ovest","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2019","2019",13.2,,
"ITC","Nord-ovest","14_WINF_POL_COL","colleagues","HSC","per 100 people with the same characteristics","2020","2020",13.1,,
"ITC1","Piemonte","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.4,,
"ITC1","Piemonte","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.3,,
"ITCD","Nord","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2019","2019",2286,,
"ITCD","Nord","14_WINF_POL_ACQ","acquaintances","THV","thousands value","2020","2020",2120,,
"ITC3","Liguria","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",35,,
"ITC3","Liguria","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",30,,
"ITC3","Liguria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",23.1,,
"ITC3","Liguria","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",23.1,,
"ITC4","Lombardia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2019","2019",87.4,,
"ITC4","Lombardia","14_WINF_POL_TV","tv","HSC","per 100 people with the same characteristics","2020","2020",87.9,,
"ITC","Nord-ovest","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2019","2019",1,,
"ITC","Nord-ovest","14_WINF_POL_ORGPOL","political organizations","HSC","per 100 people with the same characteristics","2020","2020",0.9,,
"ITCD","Nord","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.3,,
"ITCD","Nord","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",3.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2019","2019",14,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_MAG","weekly magazines","THV","thousands value","2020","2020",11,,
"ITCD","Nord","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2019","2019",35.1,,
"ITCD","Nord","14_WINF_POL_RADIO","radio","HSC","per 100 people with the same characteristics","2020","2020",30.6,,
"ITC1","Piemonte","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",373,,
"ITC1","Piemonte","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",367,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_COL","colleagues","THV","thousands value","2019","2019",10,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_COL","colleagues","THV","thousands value","2020","2020",10,,
"ITC","Nord-ovest","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2019","2019",110,,
"ITC","Nord-ovest","14_WINF_POL_ORGPOL","political organizations","THV","thousands value","2020","2020",94,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",70,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",69,,
"ITC3","Liguria","14_WINF_POL_NEWS","newspapers","THV","thousands value","2019","2019",409,,
"ITC3","Liguria","14_WINF_POL_NEWS","newspapers","THV","thousands value","2020","2020",388,,
"ITC3","Liguria","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2019","2019",3.2,,
"ITC3","Liguria","14_WINF_POL_OTHM","other publications not weekly","HSC","per 100 people with the same characteristics","2020","2020",2.7,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",5.2,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",5.2,,
"ITC","Nord-ovest","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2019","2019",4.3,,
"ITC","Nord-ovest","14_WINF_POL_OTHER","other","HSC","per 100 people with the same characteristics","2020","2020",6.7,,
"ITC1","Piemonte","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",125,,
"ITC1","Piemonte","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",202,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2019","2019",17.3,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_MAG","weekly magazines","HSC","per 100 people with the same characteristics","2020","2020",13.8,,
"ITC","Nord-ovest","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",460,,
"ITC","Nord-ovest","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",733,,
"ITC1","Piemonte","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2019","2019",21.2,,
"ITC1","Piemonte","14_WINF_POL_REL","relatives","HSC","per 100 people with the same characteristics","2020","2020",23,,
"ITCD","Nord","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2019","2019",610,,
"ITCD","Nord","14_WINF_POL_OTHM","other publications not weekly","THV","thousands value","2020","2020",628,,
"ITC","Nord-ovest","14_WINF_POL_RADIO","radio","THV","thousands value","2019","2019",3587,,
"ITC","Nord-ovest","14_WINF_POL_RADIO","radio","THV","thousands value","2020","2020",3338,,
"ITC3","Liguria","14_WINF_POL_OTHER","other","THV","thousands value","2019","2019",53,,
"ITC3","Liguria","14_WINF_POL_OTHER","other","THV","thousands value","2020","2020",60,,
"ITC4","Lombardia","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",1621,,
"ITC4","Lombardia","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",1679,,
"ITC3","Liguria","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",973,,
"ITC3","Liguria","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",1008,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",19,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",20,,
"ITC4","Lombardia","14_WINF_POL_TV","tv","THV","thousands value","2019","2019",5796,,
"ITC4","Lombardia","14_WINF_POL_TV","tv","THV","thousands value","2020","2020",6006,,
"ITC3","Liguria","14_WINF_POL_REL","relatives","THV","thousands value","2019","2019",250,,
"ITC3","Liguria","14_WINF_POL_REL","relatives","THV","thousands value","2020","2020",258,,
