"ITTER107","Territory","TIPO_DATO_FOL","Data type","SEXISTAT1","Gender","ETA1","Age class","TITOLO_STUDIO","Highest level of education attained","CITTADINANZA","Citizenship","TIME","Select time","Value","Flag Codes","Flags"
"ITF3","Campania","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",3160.114,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",88.944,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",85.719,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",436.886,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",437.619,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",32.535,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",36.133,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",370.092,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",366.193,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",138.192,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",133.398,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1066.649,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1059.061,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",128.614,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",119.837,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",407.947,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",400.422,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",22.384,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",25.157,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",352.617,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",351.869,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",191.829,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",196.74,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",1103.392,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",1094.026,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",217.558,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",205.556,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",844.833,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",838.041,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",54.919,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",61.29,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",722.709,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",718.062,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",330.022,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",330.138,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",2170.04,,
"ITF4","Puglia","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",2153.087,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",8.19,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",7.992,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",51.786,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",48.791,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",7.348,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",6.823,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",63.848,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",64.39,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",21.498,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",22.608,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",152.671,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","1","males","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",150.604,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",9.895,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2020","2020",8.805,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2019","2019",45.262,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","4","lower secondary school certificate","TOTAL","total","2020","2020",43.839,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2019","2019",6.463,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","5","upper secondary school certificate","TOTAL","total","2020","2020",5.151,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2019","2019",61.944,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","6","post secondary school certificate","TOTAL","total","2020","2020",62.986,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2019","2019",30.009,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","11","tertiary (university, doctoral and specialization courses)","TOTAL","total","2020","2020",30.705,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2019","2019",153.573,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","2","females","Y25-64","25-64 years","99","total","TOTAL","total","2020","2020",151.485,,
"ITF5","Basilicata","POP_15","population 15 years and over (thousands)","9","total","Y25-64","25-64 years","3","primary school certificate, no educational degree","TOTAL","total","2019","2019",18.085,,
